标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
,,,,,,,,,,,,,
【二手9成新】小米（MI）红米4X手机 舒适单手握感 磨砂黑 3GB+32GB 全网通4G,小米（MI）,小米（MI）红米4X,41168717134,408.00,139,5,48,90,0.97,4,3,0,1
荣耀magic2手机【国行正品 下单立减】 渐变红 全网通 (8G+128G),华为（HUAWEI）,华为（HUAWEI）荣耀magic2,35696097800,2098.00,137,5,68,80,0.98,2,6,1,0
【二手9成新】锤子坚果3 手机 二手安卓手机 碳黑色 4G+64G全网通,锤子（smartisan）,【二手9成新】锤子坚果3 手机 二手安卓手机 碳黑色 4G+64G全网通,32707650733,728.00,136,5,32,102,0.86,0,3,3,2
诺基亚（NOKIA）x71 安卓9手机 太空黑 官方6+128G全网通,诺基亚（NOKIA）,诺基亚（NOKIA）诺基亚x71,44937831832,2199.00,138,5,48,85,0.9,1,1,2,3
天语（K-TOUCH）水滴屏智能手机 全网通4G 全面屏老人备用 双卡双待一体机 极光蓝 旗舰版（6GB+64GB）,天语（K-TOUCH）,天语（K-TOUCH）水滴屏智能手机 全网通4G 全面屏老人备用 双卡双待一体机 极光蓝 旗舰版（6GB+64GB）,58679689320,679.00,136,5,89,47,1.0,23,6,0,0
,,,,,,,,,,,,,
【二手95新】Huawei/华为P30 Pro 手机 超感光徕卡四摄10倍混合变焦 屏内指纹 天空之境 8GB+256GB,华为（HUAWEI）,【二手95新】Huawei/华为P30 Pro 手机 超感光徕卡四摄10倍混合变焦 屏内指纹 天空之境 8GB+256GB,45097589918,3999.00,141,5,33,107,0.97,1,1,1,0
【二手9成新】OPPO R15 安卓手机 星空紫 全网通(6G RAM+128G ROM),OPPO,【二手9成新】OPPO R15 安卓手机 星空紫 全网通(6G RAM+128G ROM),26606234294,1153.00,136,5,83,96,0.96,1,0,2,1
华为 P30手机 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机 亮黑色 8G+128G,华为（HUAWEI）,华为 P30手机 超感光徕卡三摄麒麟980AI智能芯片全面屏屏内指纹版手机 亮黑色 8G+128G,53778964653,3988.00,135,5,80,55,1.0,6,0,0,0
【二手9成新】OPPO R15x 光感屏幕指纹手机 全网通128G 双卡双待 星云渐变 全网通(6G RAM+128G ROM),OPPO,【二手9成新】OPPO R15x 光感屏幕指纹手机 全网通128G 双卡双待 星云渐变 全网通(6G RAM+128G ROM),40442046175,1168.00,137,5,44,88,0.89,1,0,4,1
【二手9成新】Huawei/华为 P10二手机 智能全网通4G 双卡双待 游戏影音 时尚娱乐自拍美颜 曜石黑 4G+64G全网通4G,华为（HUAWEI）,华为（HUAWEI）P10,40387144756,829.00,138,5,41,103,0.89,1,1,3,2
三星（SAMSUNG） W2019高端商务翻盖手机 尊铂典藏版 全网通 6G+256G,三星（SAMSUNG）,三星（SAMSUNG） W2019高端商务翻盖手机 尊铂典藏版 全网通 6G+256G,36820533627,10969.00,133,5,42,92,0.97,3,2,1,0
Apple  iphone x 二手苹果X 二手苹果手机 苹果x二手 二手苹果【二手9成新】 深空灰 256G 全网通,Apple,Appleiphonex,41816219918,4399.00,133,5,64,66,0.95,8,5,2,1
华为（HUAWEI） 畅享8e 青春版 全面屏4G手机 金色32G,华为（HUAWEI）,华为（HUAWEI）畅享8e 青春版,53275891096,799.00,133,5,16,116,0.94,0,1,1,0
【11.11预热开启】华为（HUAWEI）荣耀8X Max 手机 魅海蓝 全网通(6GB+128GB),华为（HUAWEI）,华为（HUAWEI）荣耀8X Max,50094921035,1338.00,133,5,37,96,1.0,2,0,0,0
,,,,,,,,,,,,,
【二手9成新】二手Apple/苹果iPhone 6s Plus 6sp全网通移动电信4g手机 玫瑰金粉色 64G 全网通,Apple,AppleiPhone6s Plus,24703983113,1289.00,133,5,83,78,0.93,2,0,4,2
荣耀20s华为手机全网通【麒麟810/货到付款/6期免息/咨询客服享20选1】 蝶羽白 尊享版8G+128G【6期免息+115耳机】,华为（HUAWEI）,荣耀20s华为手机全网通【麒麟810/货到付款/6期免息/咨询客服享20选1】 蝶羽白 尊享版8G+128G【6期免息+115耳机】,55818682463,2199.00,130,5,47,82,0.97,0,1,0,1
美图V7 手机 兰博基尼限量版 8GB+256GB,美图（meitu）,美图V7 手机 兰博基尼限量版 8GB+256GB,41319878661,3699.00,131,5,29,100,0.9,1,0,2,1
华为（HUAWEI） 畅享7S 全面屏双摄手机 金色 全网通(4GB RAM+64GB ROM),华为（HUAWEI）,华为（HUAWEI）畅享7s,27249613551,788.00,134,5,29,104,0.93,1,0,0,2
詹姆士（GEMRY） S100 全网通4G 高端智能商务手机 纯金Logo双卡双待 128GB 玫瑰金黑色（商务版）,詹姆士（GEMRY）,詹姆士（GEMRY） S100 全网通4G 高端智能商务手机 纯金Logo双卡双待 128GB 玫瑰金黑色（商务版）,32792788837,2699.00,129,5,88,79,1.0,5,1,0,0
小米（MI）MIX2S 骁龙845 全面屏NFC 游戏智能拍照手机 白色 全网通 6+128,小米（MI）,小米（MI）MIX2S 骁龙845 全面屏NFC 游戏智能拍照手机 白色 全网通 6+128,57964078862,1798.00,129,5,46,83,1.0,1,0,0,0
【二手9成新】Apple iPhone X 苹果X 二手手机 深空灰 64G全网通,Apple,【二手9成新】Apple iPhone X 苹果X 二手手机 深空灰 64G全网通,55300462312,3286.00,128,5,73,55,1.0,8,8,0,0
华为（HUAWEI） Mate RS 保时捷设计版 手机 全网通 玄黑 6GB+256GB,华为（HUAWEI）,华为（HUAWEI）Mate RS,27186190212,7268.00,132,5,90,102,0.97,1,0,0,2
荣耀Play3 华为手机 极光蓝 全网通（6+64GB）,华为（HUAWEI）,华为（HUAWEI）荣耀play3,56197829742,1299.00,130,5,30,100,1.0,2,0,0,0
华为（HUAWEI） 华为P20 手机【分期3期免息】 宝石蓝 全网通6G+128G,华为（HUAWEI）,华为（HUAWEI）华为P20,42271376099,2438.00,124,5,35,95,0.97,2,0,1,0
OPPO Reno2手机【12期免息+碎屏险】opporeno2变焦四摄 r17/15x升级款 薄雾粉（8G+128G) 全网通,OPPO,OPPOReno2,54820967647,2999.00,122,5,47,75,1.0,2,1,0,0
华为（HUAWEI）华为Mate20rs保时捷版 高端商务手机 瑞红 全网通8G+512G,华为（HUAWEI）,华为（HUAWEI）华为Mate20 RS 保时捷版,37081965849,12999.00,122,5,76,90,1.0,2,1,0,0
Apple iPhone 11 Pro 苹果11 Pro 手机 深空灰 全网通256G,Apple,Apple iPhone 11 Pro 苹果11 Pro 手机 深空灰 全网通256G,56742557399,9788.00,121,5,21,100,1.0,1,0,0,0
创星智能老人手机 全网通4G网络 移动联通电信版 大字体大声音大屏老年机 微信视频 防摔军工三防手机 黑色 3GB+32G,创星,创星智能老人手机 全网通4G网络 移动联通电信版 大字体大声音大屏老年机 微信视频 防摔军工三防手机 黑色 3GB+32G,57906134363,499.00,121,5,82,39,1.0,0,11,0,0
【二手9成新】OPPO Find X 曲面全景屏安卓手机 全隐藏式3D摄像头 双卡双待手机 蓝色 8+128G 全网通4G,OPPO,OPPOfindx,34317107717,2049.00,120,5,79,68,0.96,3,1,2,1
,,,,,,,,,,,,,
【二手9成新】小米（MI）小米8SE 全面屏游戏拍照手机 亮蓝色 6GB+64GB 全网通4G,小米（MI）,小米（MI）小米8SE,41373075063,928.00,120,5,66,58,0.97,4,2,0,2
华为（HUAWEI） 畅享9手机 极光紫 4G+64G 全网通,华为（HUAWEI）,华为（HUAWEI）DUB-AL00,40287419153,899.80,120,5,50,84,0.98,0,1,1,0
华为Mate20X 5G版 手机 宝石蓝（8GB+256GB）,华为（HUAWEI）,华为（HUAWEI）华为Mate20 X 5G版,58490406737,5999.00,119,5,23,96,1.0,0,0,0,0
华为nova5手机【12期免息/送豪礼/保价11.11】全网通智能手机 绮境森林 (8G+128G)12期免息送好礼,华为（HUAWEI）,华为（HUAWEI）nova 5,52341301372,2599.00,122,5,79,42,0.98,2,2,1,0
【二手95新】vivo X27 全面屏拍照手机 全网通4G手机 雀羽蓝 8GB+128GB,vivo,vivovivo X27,47620166197,1848.00,117,5,34,80,0.91,2,0,1,2
【部分当天发货+送无线充+原装魔声耳机等6礼】华为mate30pro手机 翡冷翠 8+256GB(送原装魔声耳机+无线充),华为（HUAWEI）,【部分当天发货+送无线充+原装魔声耳机等6礼】华为mate30pro手机 翡冷翠 8+256GB(送原装魔声耳机+无线充),57260184587,6799.00,117,5,28,88,0.96,0,0,1,0
【现货速发】小米 红米 Redmi Note8 Pro 手机 冰翡翠 8GB+128GB,小米（MI）,【现货速发】小米 红米 Redmi Note8 Pro 手机 冰翡翠 8GB+128GB,55740347985,1599.00,116,5,39,75,0.95,2,7,1,1
【现货顺丰速发】小米9 Pro 5G 手机 全网通 钛银黑 8G+256G（官方标配）,小米（MI）,【现货顺丰速发】小米9 Pro 5G 手机 全网通 钛银黑 8G+256G（官方标配）,58719388073,3799.00,116,5,36,79,0.97,2,0,1,0
【二手9成新】小米（MI）9 全网通 新品三摄手机 深空灰 8G+128G,小米（MI）,小米（MI）小米9,43659274010,1948.00,123,5,55,67,0.98,2,0,1,0
【官方翻新】三星（SAMSUNG）Galaxy S9+（SM-G9650）二手手机 全视曲面屏 夕雾紫 6G+128G 全网通+原装充电器套装,三星（SAMSUNG）,三星（SAMSUNG）SM-G9650,55222969657,3299.00,115,5,73,42,1.0,2,2,0,0
,,,,,,,,,,,,,
【二手9成新】Apple iPhone 6 plus 苹果 6 plus 智能二手手机 金色 128G 全网通,Apple,Apple iPhone 6 Plus,43682714406,1299.00,116,4,32,76,0.8,4,3,6,2
vivo iQOO Pro【至高特惠300】高通骁龙855Plus手机 拍照44W超级闪充4G全网通 勒芒蓝 8GB 128GB,vivo,vivovivo IQOO Pro 4G全网通,56620089564,3198.00,114,5,52,60,0.96,2,3,2,0
【二手99成新】Apple iPhone 7 苹果7 国行 全网通 二手手机 红色 128G 全网通,Apple,Apple苹果7,57769510892,1937.00,112,5,79,38,1.0,0,1,0,0
【二手9成新】华为（HUAWEI）Mate20 超大广角徕卡三摄手机 亮黑色 6G+128G,华为（HUAWEI）,华为（HUAWEI）Mate20,40212780170,2099.00,113,5,52,67,0.96,0,4,1,1
【二手9成新】小米(MI) Redmi 红米Note7 Pro 水滴全面屏手机 亮黑色 全网通 6G+128G,小米（MI）,【二手9成新】小米(MI) Redmi 红米Note7 Pro 水滴全面屏手机 亮黑色 全网通 6G+128G,48126485280,958.00,113,5,37,74,0.94,1,0,1,1
华为（HUAWEI）荣耀Play3 全网通版移动联通电信4G 双卡双待 全面屏智能手机 幻夜黑 (4G RAM+128G ROM),华为（HUAWEI）,华为（HUAWEI）荣耀Play3,56230085113,1299.00,112,5,15,96,0.93,1,0,0,1
【二手9成新】vivo Y67智能手机  4GB+32GB 全网通 金色,vivo,vivoY67,55382109259,446.00,111,5,28,81,0.93,0,2,1,1
朵唯全网通4G网络老人手机智能 移动联通电信版 触屏手写备用大屏大声老年机 QQ微信可视频学生手机 黑色 2GB运行+16G内存,朵唯（DOOV）,朵唯全网通4G网络老人手机智能 移动联通电信版 触屏手写备用大屏大声老年机 QQ微信可视频学生手机 黑色 2GB运行+16G内存,54375009350,399.00,110,5,56,54,1.0,10,7,0,0
【二手95成新】苹果Xs x二手手机Apple iPhone XS Max 全网通 无拆无修国行原装 XS 金色 256G国行-全网通,Apple,AppleApple iPhone XS Max,55536841743,5899.00,111,5,29,82,1.0,0,0,0,0
,,,,,,,,,,,,,
苹果 iPhone 11 Pro 手机 暗夜绿色 256GB,Apple,苹果 iPhone 11 Pro 手机 暗夜绿色 256GB,56648030787,9999.00,109,4,17,88,0.8,1,0,2,2
APPLE苹果 iPhone 8 plus 全网通4G手机 红色(64G),Apple,APPLE苹果 iPhone 8 plus 全网通4G手机 红色(64G),27465120998,4498.00,112,5,34,84,1.0,1,0,0,0
,,,,,,,,,,,,,
【二手9成新】Apple iPhoneSE 二手手机 二手苹果 苹果SE 深空灰 128G全网通,Apple,【二手9成新】Apple iPhoneSE 二手手机 二手苹果 苹果SE 深空灰 128G全网通,50638196296,1599.00,104,5,74,57,0.97,4,1,2,0
【6期免息】华为 HUAWEI Mate20 X 5G版 手机 翡冷翠 (8+256G)6期免息,华为（HUAWEI）,华为（HUAWEI）HUAWEI Mate20 X (5G),53345971095,6199.00,105,5,29,76,1.0,1,0,0,0
Apple iphone11 pro max 苹果 手机 移动联通电信4G手机 暗夜绿 全网通256G,Apple,Apple iphone11 pro max 苹果 手机 移动联通电信4G手机 暗夜绿 全网通256G,56740598248,10799.00,103,4,18,81,0.81,0,0,2,2
vivo Z5【下单至高减200】 骁龙712 4800万超广角AI三摄4500mAh大电池手机 极光幻境 6G 256G,vivo,vivoZ5,56757444859,1898.00,103,5,46,57,1.0,2,0,0,0
【现货速发】苹果 手机 Apple iPhone 11 Pro Max 银色 256GB,Apple,【现货速发】苹果 手机 Apple iPhone 11 Pro Max 银色 256GB,56653844278,10799.00,103,5,27,74,0.93,2,3,2,0
Apple 苹果11 iPhone 11 手机 (A2223) 紫色 全网通 64GB,Apple,Apple 苹果11 iPhone 11 手机 (A2223) 紫色 全网通 64GB,56756553897,5899.00,103,5,30,73,1.0,2,1,0,0
华为nova5i手机 6期免息送好礼 蜜语红 全网通(6G+128G)6期免息送好礼,华为（HUAWEI）,华为（HUAWEI）华为nova5i,50658865061,1999.00,110,5,66,43,0.98,1,0,1,0
【二手8成新】Apple iPhone 8 Plus 苹果8P二手 苹果8plus手机 金色 64GB 全网通4G,Apple,Apple苹果8P,35575138893,2749.00,103,5,45,65,0.97,1,2,0,1
Apple 苹果 iPhone 11 Pro Max (A2220) 移动联通电信4G 手机双卡双待 银色 256GB,Apple,AppleiPhone 11 Pro Max,56744486321,10928.00,103,5,28,75,1.0,1,3,0,0
Apple 苹果 iPhone8 Plus 手机全网通4G 深空灰 64G 全网通,Apple,Apple iPhone8 Plus,16592141918,4388.00,109,5,71,53,0.91,2,0,5,2
vivo Z5手机 全网通屏幕指纹4800万超广角AI三摄4500mAh大电池手机 全息幻彩 6GB+256GB,vivo,vivo Z5手机 全网通屏幕指纹4800万超广角AI三摄4500mAh大电池手机 全息幻彩 6GB+256GB,56640170545,1898.00,103,5,48,55,1.0,0,1,0,0
【二手9成新】Apple iPhone XS 苹果XS 全面屏二手手机 金色 64G 全网通,Apple,【二手9成新】Apple iPhone XS 苹果XS 全面屏二手手机 金色 64G 全网通,33692239694,4338.00,104,5,45,58,0.97,3,3,0,1
荣耀20 Pro 手机【顺丰速发 15天价保】全网通 蓝水翡翠 8G+256G（官方标配）+领券直降,华为（HUAWEI）,荣耀20 Pro 手机【顺丰速发 15天价保】全网通 蓝水翡翠 8G+256G（官方标配）+领券直降,56591182299,3199.00,102,5,39,63,1.0,3,1,0,0
【全部当天发+送无线充+原装魔声耳机等6礼】华为mate30手机 亮黑色 8+128GB(送原装魔声耳机+无线充),华为（HUAWEI）,【全部当天发+送无线充+原装魔声耳机等6礼】华为mate30手机 亮黑色 8+128GB(送原装魔声耳机+无线充),57242058811,4299.00,101,5,24,76,0.96,2,0,0,1
【现货速发】Apple 苹果 iPhone 11 Pro 双卡双待手机 暗夜绿色 64GB,Apple,【现货速发】Apple 苹果 iPhone 11 Pro 双卡双待手机 暗夜绿色 64GB,56348911424,8499.00,101,5,23,76,0.92,0,2,0,2
小米（MI） 小米8青春版 【白条分期0首付6期免息】 全面屏全网通4G智能手机 深空灰 白条分期 6GB+128GB,小米（MI）,小米（MI）小米8青春版,49074664637,1399.00,101,5,27,74,1.0,0,0,0,0
OPPO A11x手机【3期免息+手环+原装耳机】4800万四摄 5000mAh大电池 新品上市 暮辰紫 8GB+128GB 超值套餐,OPPO,OPPO A11x手机【3期免息+手环+原装耳机】4800万四摄 5000mAh大电池 新品上市 暮辰紫 8GB+128GB 超值套餐,57267214245,1799.00,100,5,19,81,1.0,0,2,0,0
华为手机 P20Pro 【当天发/全新原封/白条分期/碎屏险/全国联保/买贵退差】P20 Pro 极光色 全网通6G+128GB,华为（HUAWEI）,华为（HUAWEI）华为P20 Pro,39539854063,2599.00,89,5,33,56,0.97,4,1,0,1
【二手99新】Apple iPhone XR (A2108) 二手手机 双卡双待 全面屏 公开版 黑色 128G全网通,Apple,Apple iPhone XR,57099804020,4399.00,87,5,21,66,1.0,1,0,0,0
【预定立减200】OPPO Reno Ace65W超级闪充 高通骁龙855Plus 4G游戏智能手机 电音紫(8GB+128GB) 官方标配,OPPO,OPPOReno Ace,57842210103,2999.00,89,5,76,13,1.0,10,14,0,0
【送碎屏险】美图（meitu）V7手机兰博基尼限量版美颜自拍手机 8+128G-绿境之梦 官方标配,美图（meitu）,美图（meitu）美图V7,41050305030,2699.00,88,5,29,60,0.93,1,0,2,0
【顺丰速发】美图（meitu）V7智能美颜 拍照手机 游戏手机 双卡双待 全网通4G 赤霞橙光 8G+128G,美图（meitu）,【顺丰速发】美图（meitu）V7智能美颜 拍照手机 游戏手机 双卡双待 全网通4G 赤霞橙光 8G+128G,40268777432,999.00,95,5,35,69,0.94,0,0,1,1
荣耀play3 手机 【20天价保8重好礼】 极光蓝 全网通4GB+64GB,华为（HUAWEI）,荣耀play3 手机 【20天价保8重好礼】 极光蓝 全网通4GB+64GB,56253544937,3188.00,88,5,18,68,0.9,3,0,0,2
【二手95新】Huawei/华为 Mate20 Pro 全网通 双4G 二手手机 翡冷翠 8GB+128GB (3D面部识别+屏内指纹),华为（HUAWEI）,华为（HUAWEI）Mate20 Pro,43847932123,1949.00,94,5,42,51,0.97,5,2,1,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
荣耀畅玩8A 6.09英寸珍珠全面屏 震撼大音量 智能老人学生备用手机 幻夜黑 全网通(3G+64G ),华为（HUAWEI）,华为（HUAWEI）荣耀畅玩8A,40903612528,4299.00,88,5,39,63,0.95,1,2,0,2
小米9 Pro 5G 全面屏游戏拍照（小米5g）手机 梦之白 12G+512G,小米（MI）,小米（MI）小米9 Pro5G,57630739983,920.00,87,5,32,54,0.96,1,2,0,1
,,,,,,,,,,,,,
【二手9成新】锤子（smartisan）坚果Pro2 手机 二手安卓手机 碳黑色 6G+64G全网通,锤子（smartisan）,【二手9成新】锤子（smartisan）坚果Pro2 手机 二手安卓手机 碳黑色 6G+64G全网通,32710635521,799.00,88,5,25,66,0.89,1,1,2,1
小米红米8A 智能老人手机 珊瑚橙 全网通4G+64G,小米（MI）,小米（MI）红米8A,59105457003,565.00,85,5,29,55,0.96,2,2,0,1
魅族（MEIZU） 魅蓝S6 全面屏 移动全网通4G 联通电信智能手机香槟金 全网通 磨砂黑 全网通 3+64GB,魅族（MEIZU）,魅族（MEIZU） 魅蓝S6 全面屏 移动全网通4G 联通电信智能手机香槟金 全网通 磨砂黑 全网通 3+64GB,55802679792,1399.00,84,5,14,69,0.93,1,0,1,0
华为nova4e手机【下单立减享5重豪礼】 幻夜黑 全网通（6+128G）,华为（HUAWEI）,华为nova4e手机【下单立减享5重豪礼】 幻夜黑 全网通（6+128G）,57225405694,3499.00,84,5,16,66,0.88,1,0,1,1
黑鲨2 Pro 游戏手机 电鸣黑 全网通 (12G+256G),黑鲨,黑鲨黑鲨2PRO,53643892113,3999.00,83,5,34,46,0.91,3,2,3,0
英国詹姆士（GEMRY）H39智能商务手机 高端轻奢双卡双待全网通4G VIP服务八核6+128G 小牛皮鳄鱼纹祥龙版,詹姆士（GEMRY）,詹姆士（GEMRY）H39,54207109176,2299.00,83,5,56,26,0.98,3,1,1,0
【官方翻新】三星（SAMSUNG）Galaxy S8（SM-G9500）虹膜识别 全视曲面屏二手手机 迷夜黑 4G+64G 全网通+原装充电器套装,三星（SAMSUNG）,三星（SAMSUNG）SM-G9500,54532018999,1015.00,82,5,46,36,1.0,2,1,0,0
小米（MI） 小米Max3 移动联通电信4G智能手机 梦幻金 全网通 4G+64G,小米（MI）,小米（MI） 小米Max3 移动联通电信4G智能手机 梦幻金 全网通 4G+64G,30504803257,1268.00,81,5,51,54,1.0,2,1,0,0
魅族（MEIZU） X8 全网通版移动联通电信4G 全面屏智能游戏拍照手机 双卡双待 亮黑 (6G RAM +128G ROM),魅族（MEIZU）,魅族（MEIZU）X8,35321086713,2199.00,87,5,22,63,0.91,0,0,0,2
【二手9成新】OPPO Find X 手机 曲面全景屏 4G全网通 双卡双待 波尔多红 8GB+128GB,OPPO,【二手9成新】OPPO Find X 手机 曲面全景屏 4G全网通 双卡双待 波尔多红 8GB+128GB,53760517528,3199.00,81,5,29,49,0.9,1,1,3,0
华为荣耀20 Pro 全面屏手机 蓝水翡翠 8G+256G,华为（HUAWEI）,华为荣耀20 Pro 全面屏手机 蓝水翡翠 8G+256G,49141815704,1039.00,80,5,38,42,1.0,2,1,0,0
【二手9成新】小米（MI）小米6 二手游戏手机 智能全网通4G双卡双待 玻璃机身 双摄手机 指纹识别 亮黑色 6G+128G全网通4G,小米（MI）,小米（MI）小米6,39045386183,3949.00,80,5,46,47,1.0,0,0,0,0
,,,,,,,,,,,,,
【二手9成新】华为手机（HUAWEI）畅享7S 二手手机 游戏备用机 金色 4+64G 全网通,华为（HUAWEI）,华为（HUAWEI）畅享7S,49004934230,788.00,81,5,24,56,0.96,2,0,0,1
,,,,,,,,,,,,,
中兴/ZTE 守护宝 L105 老人手机 移动/联通 双卡双待老年手机 按键直板 超长待机 学生备用功能机 蓝色,守护宝,守护宝L105,100007292092,6799.00,79,4,18,58,0.85,3,0,2,1
Apple 苹果 iPhone 11 【12期白条免息0首付】手机 黑色 全网通 128G,Apple,Apple 苹果 iPhone 11 【12期白条免息0首付】手机 黑色 全网通 128G,56904325123,2199.00,79,5,17,60,0.89,1,0,0,2
,,,,,,,,,,,,,
Apple 苹果X iPhoneX (A1865)  全网通 4G 手机 深空灰色 64G,Apple,Apple 苹果X iPhoneX (A1865)  全网通 4G 手机 深空灰色 64G,18608507077,6968.00,77,5,69,59,1.0,0,0,0,0
【二手9成新】vivo Y83 刘海全面屏手机 魅力红 4GB+64GB 全网通 黑色,vivo,vivoy83,57751453641,626.00,73,5,29,43,0.96,3,2,1,0
【限时抢购】荣耀 V20 手机 活动特惠【顺丰速发 15天价保】全网通 魅海蓝 8G+128G（官方标配）,华为（HUAWEI）,【限时抢购】荣耀 V20 手机 活动特惠【顺丰速发 15天价保】全网通 魅海蓝 8G+128G（官方标配）,55787675033,2399.00,72,5,23,47,0.92,0,0,1,1
华为（HUAWEI）畅享10 plus 全网通版移动联通电信 双卡双待 全面屏智能双4G游戏拍照手机 幻夜黑 (6G RAM+128G ROM),华为（HUAWEI）,华为（HUAWEI）畅享10 plus,56237831672,1809.00,77,5,15,62,1.0,1,1,0,0
【厂家直供，现货】努比亚 红魔3S 智能电竞游戏手机 双卡双待 全网通4G 骁龙855Plus 银色风暴 8GB+128GB,努比亚（nubia）,【厂家直供，现货】努比亚 红魔3S 智能电竞游戏手机 双卡双待 全网通4G 骁龙855Plus 银色风暴 8GB+128GB,56204587257,2999.00,80,5,18,62,1.0,0,2,0,0
华为mate30手机【5G版咨询客服】 罗兰紫 8GB+128GB全网通【华为原装无线充套装】,华为（HUAWEI）,华为mate30手机【5G版咨询客服】 罗兰紫 8GB+128GB全网通【华为原装无线充套装】,57163909011,4299.00,72,5,17,55,1.0,1,0,0,0
华为nova5i 手机【3期免息+赠5重好礼】 苏音蓝 8GB+128GB 全网通,华为（HUAWEI）,华为（HUAWEI）华为nova 5i,50998524955,2199.00,70,5,22,48,1.0,2,1,0,0
华为（HUAWEI）荣耀Play3e 全网通版移动联通电信4G 双卡双待 全面屏智能老人老年手机 幻夜黑 (2G RAM   32G ROM),华为（HUAWEI）,华为（HUAWEI）荣耀Play3e,57050067817,699.00,71,5,12,59,1.0,1,0,0,0
【二手9成新】Apple iPhone 8 Plus 苹果8 Plus 二手手机 银色 64G 全网通,Apple,AppleiPhone 8 Plus,46240199087,2776.00,70,5,15,55,1.0,2,1,0,0
【二手9成新】魅族（MEIZU）魅蓝note3手机 安卓智能 银色 2GB+16GB 全网通4G,魅族（MEIZU）,魅族（MEIZU）魅蓝note3,49491313149,288.00,70,5,32,38,1.0,2,0,0,0
华为P30Pro 4G手机 亮黑色 全网通 (8G+128G)6期免息,华为（HUAWEI）,华为（HUAWEI）华为P30Pro,46340922456,4988.00,70,5,48,21,0.97,0,0,0,1
【二手95新】Apple iPhone XS Max苹果 Xs Max 国行手机 金色 全网通256G,Apple,【二手95新】Apple iPhone XS Max苹果 Xs Max 国行手机 金色 全网通256G,45095516412,6099.00,73,4,21,48,0.84,1,0,3,1
【现货速发+3期免息】努比亚 nubia 红魔3S电竞游戏手机 银色风暴 8GB+128GB,努比亚（nubia）,【现货速发+3期免息】努比亚 nubia 红魔3S电竞游戏手机 银色风暴 8GB+128GB,55201569347,2999.00,70,5,34,35,0.97,3,5,1,0
【512GB现货速发】ROG游戏手机2代 骁龙855Plus全面屏智能电竞游戏手机 双卡双待全网通 黑色 电竞装甲【经典版】,ROG,【512GB现货速发】ROG游戏手机2代 骁龙855Plus全面屏智能电竞游戏手机 双卡双待全网通 黑色 电竞装甲【经典版】,57697790454,11999.00,69,5,20,48,0.95,1,1,1,0
,,,,,,,,,,,,,
中兴ZTE Blade A7S 水滴全面屏 4GB+64GB星夜黑 1600万高清三摄 全网通4G手机 双卡双待,中兴（ZTE）,中兴A7S,100005134267,799.00,69,5,13,56,1.0,0,2,0,0
Apple 苹果 iphone Xs Max手机【分期免息0首付】 银色 （分期12期免息版）全网通64G,Apple,AppleApple苹果 iphone Xs Max,50270018116,8399.00,69,5,11,58,1.0,0,0,0,0
【顺丰当日发+5重礼】华为荣耀Play3 魅眼全视屏智能拍照手机 双卡双待全网通4G 大电池长续航 魅焰红 4GB+64GB,华为（HUAWEI）,【顺丰当日发+5重礼】华为荣耀Play3 魅眼全视屏智能拍照手机 双卡双待全网通4G 大电池长续航 魅焰红 4GB+64GB,55265051296,999.00,75,4,15,57,0.83,2,0,3,0
华为Nova3i 手机 全面屏高清四摄游戏手机 亮黑色 全网通4G(6GB+64GB),华为（HUAWEI）,华为Nova3i 手机 全面屏高清四摄游戏手机 亮黑色 全网通4G(6GB+64GB),57742360148,1179.00,68,5,12,56,1.0,0,0,0,0
一加OnePlus7手机 曜岩灰 全网通(8G+256G),一加,一加     一加7,54332231237,2765.00,73,5,12,60,0.92,1,0,0,1
努比亚（nubia）红魔3s 游戏手机 红蓝渐变 全网通（12G+256G）,努比亚（nubia）,努比亚（nubia）红魔3s 游戏手机 红蓝渐变 全网通（12G+256G）,56231700778,3799.00,68,5,31,36,0.96,0,0,1,0
,,,,,,,,,,,,,
【新品抢购】小米（MI）Redmi 红米 Note8 手机 4GB+64GB皓月白 全网通,小米（MI）,【新品抢购】小米（MI）Redmi 红米 Note8 手机 4GB+64GB皓月白 全网通,55749707831,999.00,67,5,15,51,0.93,1,0,0,1
多亲qin2ai助手小爱同学手机智能全面屏卡片迷你袖珍特小手机备用学生机高中生戒网直板4G全小米有品 铁灰色 官方标配,多亲（QIN）,多亲（QIN）qin2,56896704405,599.00,67,5,22,45,1.0,5,2,0,0
,,,,,,,,,,,,,
【二手9成新】Apple iPhone4s 苹果4s 智能二手手机 黑色 16G 联通3G 移动2G,Apple,【二手9成新】Apple iPhone4s 苹果4s 智能二手手机 黑色 16G 联通3G 移动2G,55324239085,258.00,66,5,16,54,1.0,0,0,0,0
红米k20pro尊享版 Redmi K20Pro 4800万超广角三摄 小米手机 红米新款k20 火焰红 12G+512G 尊享版,小米（MI）,红米k20pro尊享版 Redmi K20Pro 4800万超广角三摄 小米手机 红米新款k20 火焰红 12G+512G 尊享版,57539454070,2928.00,66,5,24,42,1.0,2,1,0,0
