标题,品牌,名称,SKU,价格,总评数,平均得分,好评数,默认好评,好评率,追评数,视频晒单数,差评数,中评数
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店麻将馆酒店家用吸烟灯麻将灯升降吊灯 013D（带三色调光）,幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店麻将馆酒店家用吸烟灯麻将灯升降吊灯 013D（带三色调光）,21464016154,550,126,5,108,104,1,1,0,0,0
小米(MI) 车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器滤芯 米家车载空气净化器滤芯,小米（MI）,小米(MI) 车载空气净化器智能米家空气净化器除尘异味雾霾PM2.5二手烟便携迷你净化器滤芯 米家车载空气净化器滤芯,47423047569,69,131,5,33,96,0.94,0,0,2,0
飞利浦空气净化器过滤网 FY1417配AC1210AC1212AC1216,飞利浦（PHILIPS）,飞利浦空气净化器过滤网 FY1417配AC1210AC1212AC1216,53692867702,259,126,5,112,67,1,0,0,0,0
小米米家智能空气净化器MAX滤芯 原装空气质量监测家用办公除甲醛灰尘雾霾PM2.5二手烟污染颗粒物 米家空气净化器MAX滤网（两支装）,小米（MI）,小米米家智能空气净化器MAX滤芯 原装空气质量监测家用办公除甲醛灰尘雾霾PM2.5二手烟污染颗粒物 米家空气净化器MAX滤网（两支装）,48292451380,346,124,5,20,104,1,1,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店麻将馆酒店家用吸烟灯麻将灯升降吊灯 013D(带三色调光),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机网吧火锅店麻将馆酒店家用吸烟灯麻将灯升降吊灯 013D(带三色调光),21464016153,550,126,5,108,104,1,1,0,0,0
星笙活 空气消毒机小型家用负离子净化器除甲醛 卫生间厕所宠物杀菌除臭除味臭氧发生器 清新绿2台(负离子+臭氧),星笙活,星笙活 空气消毒机小型家用负离子净化器除甲醛 卫生间厕所宠物杀菌除臭除味臭氧发生器 清新绿2台(负离子+臭氧),38704268269,338,125,5,60,72,1,1,1,0,0
诺比克 微生态迷你桌面空气净化器家用办公室宿舍卧室排除二手烟除甲醛除异味雾霾迷你小型负离子净化器 J009A配套滤网,诺比克（nuobio）,诺比克 微生态迷你桌面空气净化器家用办公室宿舍卧室排除二手烟除甲醛除异味雾霾迷你小型负离子净化器 J009A配套滤网,21947131567,29,133,5,121,78,0.99,0,0,0,1
优可立UKL空气净化器除甲醛空气净化器家用办公室除甲醛除异味除雾霾离子净化除二手烟车载净化器新风系统 BX-002-车载净化器,优可立（UKL）,优可立UKL空气净化器除甲醛空气净化器家用办公室除甲醛除异味除雾霾离子净化除二手烟车载净化器新风系统 BX-002-车载净化器,54141763700,368,123,5,81,42,1,0,0,0,0
优可立UKL空气净化器除甲醛空气净化器家用办公室除甲醛除异味除雾霾离子净化除二手烟车载净化器新风系统 BX-001-高雅白,优可立（UKL）,优可立UKL空气净化器除甲醛空气净化器家用办公室除甲醛除异味除雾霾离子净化除二手烟车载净化器新风系统 BX-001-高雅白,52294870515,786,123,5,81,42,1,0,0,0,0
远大（BROAD）移动空气净化器防PM2.5防雾霾防甲醛防花粉电动口罩FB2便携式空气净化器,远大（BROAD）,远大（BROAD）移动空气净化器防PM2.5防雾霾防甲醛防花粉电动口罩FB2便携式空气净化器,15768282764,190,123,5,101,102,0.99,0,0,0,1
易彤 空气净化器 家用客厅除甲醛雾霾PM2.5 除菌卧室负离子静音 空气净化器,易彤,易彤 空气净化器 家用客厅除甲醛雾霾PM2.5 除菌卧室负离子静音 空气净化器,50931448499,3480,125,5,33,91,0.97,0,2,0,1
莱克（LEXY） 空气净化器 去雾霾、PM2.5 分解甲醛大洁净空气量净化器家用AP71,莱克（LEXY）,莱克（LEXY） 空气净化器 去雾霾、PM2.5 分解甲醛大洁净空气量净化器家用AP71,10728749089,1799,123,5,111,54,1,2,3,0,0
洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 定制面板（联系客服咨询） 升级版【电辅热+杀菌+PM2.5传感器】（含安装费,洁琅（JIELANG）,洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 定制面板（联系客服咨询） 升级版【电辅热+杀菌+PM2.5传感器】（含安装费,50819502280,1588,123,5,116,62,0.99,1,0,1,0
洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 青花瓷 升级版【电辅热+杀菌+PM2.5传感器】（含安装费,洁琅（JIELANG）,洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 青花瓷 升级版【电辅热+杀菌+PM2.5传感器】（含安装费,50819502277,1588,123,5,116,62,0.99,1,0,1,0
洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 水立方 标准款【专注空气净化】（含安装费）,洁琅（JIELANG）,洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 水立方 标准款【专注空气净化】（含安装费）,37097999632,1388,123,5,116,62,0.99,1,0,1,0
洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 苹果白 标准款【专注空气净化】（含安装费）,洁琅（JIELANG）,洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 苹果白 标准款【专注空气净化】（含安装费）,37097999636,1388,123,5,116,62,0.99,1,0,1,0
洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 定制面板（联系客服咨询） 升级版【进风加温+杀菌+PM2.5传感器】,洁琅（JIELANG）,洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 定制面板（联系客服咨询） 升级版【进风加温+杀菌+PM2.5传感器】,50530938062,1288,123,5,116,62,0.99,1,0,1,0
洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 苹果白 基础款【专注空气净化】,洁琅（JIELANG）,洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 苹果白 基础款【专注空气净化】,37029219299,1088,123,5,116,62,0.99,1,0,1,0
洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 定制面板（联系客服咨询） 基础款【专注空气净化】,洁琅（JIELANG）,洁琅（JIALANG）家用新风系统壁挂式新风机 空气净化器除甲醛防雾霾PM2.5 康居150A 定制面板（联系客服咨询） 基础款【专注空气净化】,50530938061,1088,123,5,116,62,0.99,1,0,1,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
小米米家智能空气净化器MAX滤芯 原装空气质量监测家用办公除甲醛灰尘雾霾PM2.5二手烟污染颗粒物 米家空气净化器MAX,小米（MI）,小米米家智能空气净化器MAX滤芯 原装空气质量监测家用办公除甲醛灰尘雾霾PM2.5二手烟污染颗粒物 米家空气净化器MAX,55240312311,2199,123,5,19,104,1,1,0,0,0
admair迷你小型吸烟器办公室内桌面空气净化器家用去除二手烟尘异味雾霾简约易操作9811除粉尘 白色,安德迈（admair）,admair迷你小型吸烟器办公室内桌面空气净化器家用去除二手烟尘异味雾霾简约易操作9811除粉尘 白色,36163692512,499,123,5,61,78,1,1,3,0,0
皓庭（HOOTIM）家用壁挂式新风机除甲醛PM2.5电辅热新风系统 空气净化器320L,皓庭,皓庭320L,1.00006E+11,6299,121,5,72,46,0.96,9,10,2,1
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 标准杆50-120CM(建议层高2.56-3.2米,幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 标准杆50-120CM(建议层高2.56-3.2米,50593184708,1000,122,5,114,103,1,2,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 固定杆25CM(建议层高2.25-2.42米 ),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 固定杆25CM(建议层高2.25-2.42米 ),50593184706,1000,122,5,114,103,1,2,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 加长杆80-200CM(建议层高3.2-4米),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 加长杆80-200CM(建议层高3.2-4米),50593184709,1100,122,5,114,103,1,2,0,0,0
幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 中杆40-80CM(建议层高2.42-2.71米),幸福海,幸福海 棋牌室麻将机桌空气净化器二手烟烟雾抽吸烟机客厅酒店家用麻将馆吸烟室吸烟灯升降吊灯 XFH-039L（蓝牙音响） 中杆40-80CM(建议层高2.42-2.71米),50593184707,1000,122,5,114,103,1,2,0,0,0
大松(TOSOT)空气净化器家用负离子除PM2.5雾霾烟尘无耗材迷你净化机格力出品KJ60D-A01 白色,大松（TOSOT）,大松(TOSOT)空气净化器家用负离子除PM2.5雾霾烟尘无耗材迷你净化机格力出品KJ60D-A01 白色,10376280867,899,121,5,111,8,0.92,1,0,4,5
airspa 新风系统壁挂式新风机 家用空气净化器除甲醛 双向通风换气 60GDZ 60豪华款 60GD,AIRSPA,airspa 新风系统壁挂式新风机 家用空气净化器除甲醛 双向通风换气 60GDZ 60豪华款 60GD,45446886644,3999,121,5,96,27,0.98,1,1,0,1
airspa 新风系统壁挂式新风机 家用空气净化器除甲醛 双向通风换气 60GDZ 60舒适款 60GD,AIRSPA,airspa 新风系统壁挂式新风机 家用空气净化器除甲醛 双向通风换气 60GDZ 60舒适款 60GD,44781318818,2799,121,5,96,27,0.98,1,1,0,1
米皮除甲醛新风系统（将小米空气净化器升级为小米新风系统）窗户开孔150MM(不含主机) （玻璃开孔式）适配单层玻璃开孔搭配小米2S,米皮,米皮除甲醛新风系统（将小米空气净化器升级为小米新风系统）窗户开孔150MM(不含主机) （玻璃开孔式）适配单层玻璃开孔搭配小米2S,27772793635,139,127,5,83,97,1,2,0,0,0
空气消毒机家用杀菌除味厕所卫生间宠物店医用臭氧空气净化器除甲醛宾馆厨房杀菌去烟异味负离子发生器超静音 静谧黑 #34,曼诺施,曼诺施MNS-03,54877123667,368,120,5,71,49,1,2,1,0,0
空气消毒机家用杀菌除味厕所卫生间宠物店医用臭氧空气净化器除甲醛宾馆厨房杀菌去烟异味负离子发生器超静音 优雅白 #34,曼诺施,曼诺施MNS-03,54877123668,368,120,5,71,49,1,2,1,0,0
【京东秒杀】日本爱丽思IRIS空气净化器家用智能净化器办公室净化器除甲醛PM2.5雾霾花粉病菌颗粒 KJ230F-ACS净化器(新国标),艾维诺（AVEENO）,【京东秒杀】日本爱丽思IRIS空气净化器家用智能净化器办公室净化器除甲醛PM2.5雾霾花粉病菌颗粒 KJ230F-ACS净化器(新国标),14778815641,799,120,5,120,7,1,0,0,0,0
飞利浦（PHILIPS）空气净化器 除甲醛 家用除雾霾 除过敏原 除细菌 数字显示 京鱼座智能生态产品AC3858/00,飞利浦（PHILIPS）,飞利浦AC3858/00,1.00007E+11,3599,120,5,34,84,0.94,5,16,1,1
3M车载空气净化器滤网 PN38800、PN38900专用滤芯 PN38700,3M,3M车载空气净化器滤网 PN38800、PN38900专用滤芯 PN38700,10155507094,199,120,5,103,86,1,0,0,0,0
德国DKU 全屋新风系统空气净化器定金  换气热交换系统 过滤雾霾PM2.5吊顶新风机安装设计,DKU,德国DKU 全屋新风系统空气净化器定金  换气热交换系统 过滤雾霾PM2.5吊顶新风机安装设计,53937879323,100,120,5,87,33,1,1,0,0,0
诺比克 微生态迷你桌面空气净化器家用办公室宿舍卧室排除二手烟除甲醛除异味雾霾迷你小型负离子净化器 J009A白色,诺比克（nuobio）,诺比克 微生态迷你桌面空气净化器家用办公室宿舍卧室排除二手烟除甲醛除异味雾霾迷你小型负离子净化器 J009A白色,21947131566,198,133,5,121,78,0.99,0,0,0,1
【3M官方授权 6期免息】空气净化器家用型除雾霾PM2.5智能净化器KJ2025-SL 太空灰 替换滤网,3m,【3M官方授权 6期免息】空气净化器家用型除雾霾PM2.5智能净化器KJ2025-SL 太空灰 替换滤网,18139318047,288,120,5,107,73,1,0,1,0,0
夏普(SHARP)空气净化器家用KC-W380S-W1除甲醛雾霾PM2.5二手烟卧室加湿办公室杀菌,夏普（SHARP）,夏普（SHARP）KC-W380S-W1,1764260910,1799,119,5,116,52,0.98,3,2,0,2
空气堡（AIRBURG）家用壁挂新风机 装修除甲醛除菌防雾霾PM2.5 新风系统空气净化器经典款ZEN-300,AIRBURG,AIRBURGZEN-300,1.00001E+11,5998,119,5,26,93,0.96,0,1,1,0
小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 空气净化器滤芯 除甲醛增强版S1,小米（MI）,小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 空气净化器滤芯 除甲醛增强版S1,55864231285,2599,119,5,96,23,1,2,0,0,0
小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 小米米家空气净化器 2S+米家空气净化器除菌滤芯,小米（MI）,小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 小米米家空气净化器 2S+米家空气净化器除菌滤芯,55800354471,749,119,5,96,23,1,2,0,0,0
小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 空气净化器滤芯,小米（MI）,小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 空气净化器滤芯,55864231283,999,119,5,96,23,1,2,0,0,0
小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 小米米家空气净化器2S+空气净化器滤芯,小米（MI）,小米（MI）空气净化器2S米家APP智能控制客厅卧室办公室清新器静音除甲醛雾霾烟尘PM2.5二手烟 小米米家空气净化器2S+空气净化器滤芯,55800354470,5599,119,5,96,23,1,2,0,0,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线消毒+离子净化 60立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线消毒+离子净化 60立方左右,41866486175,2388,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线+臭氧消毒+离子净化 100立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线+臭氧消毒+离子净化 100立方左右,41866486179,3888,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线消毒+离子净化 100立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线消毒+离子净化 100立方左右,48223340557,2688,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 柜式紫外线+臭氧消毒+离子净化 150立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 柜式紫外线+臭氧消毒+离子净化 150立方左右,41866486181,6150,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 平板挂式紫外线+臭氧消毒+离子净化 60立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 平板挂式紫外线+臭氧消毒+离子净化 60立方左右,48118566242,3398,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 家用型 等离子+紫外线+净化(带轮子),奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 家用型 等离子+紫外线+净化(带轮子),47125916131,3788,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式等离子消毒+离子净化 100立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式等离子消毒+离子净化 100立方左右,41866486177,3688,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 平板挂式紫外线+臭氧消毒+离子净化 80立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 平板挂式紫外线+臭氧消毒+离子净化 80立方左右,48119091866,3698,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 平板挂式紫外线+臭氧消毒+离子净化 100立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 平板挂式紫外线+臭氧消毒+离子净化 100立方左右,48119091867,3998,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线消毒+离子净化 80立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线消毒+离子净化 80立方左右,55889531376,2588,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 柜式紫外线+臭氧消毒+离子净化 120立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 柜式紫外线+臭氧消毒+离子净化 120立方左右,41866486180,5850,116,5,66,48,0.97,0,0,2,0
奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线+臭氧消毒+离子净化 60立方左右,奥洁（AOJIE）,奥洁空气消毒机医用等离子家用臭氧消毒空气净化器除甲醛负离子发生诊所 移动式紫外线+臭氧消毒+离子净化 60立方左右,41866486178,2688,116,5,66,48,0.97,0,0,2,0
New bands第X代闪电熊空气净化器MINI熊抵制雾霾随身个人便携式负离子空气净化器 粉色 第X代 BIG BANDS XF9065,卡斯兰（Carslands）,New bands第X代闪电熊空气净化器MINI熊抵制雾霾随身个人便携式负离子空气净化器 粉色 第X代 BIG BANDS XF9065,22050569065,298,121,5,111,99,1,0,1,0,0
爱屋安 Evine TPP100PRO办公室迷你空气净化器除甲醛二手烟 TPP100PRO 彩色版 湖蓝色,爱屋安,爱屋安 Evine TPP100PRO办公室迷你空气净化器除甲醛二手烟 TPP100PRO 彩色版 湖蓝色,30429416638,599,116,5,99,71,1,0,1,0,0
IAM 空气净化器复合滤网ILW798FX 适配机型KJ800-M6,IAM,IAMILW798FX,1.00001E+11,799,118,5,44,87,0.95,0,0,1,1
KARCHER卡赫 德国凯驰空气净化器KA4 家用快速除霾PM2.5（带除菌功能）,KARCHER,KARCHER卡赫 德国凯驰空气净化器KA4 家用快速除霾PM2.5（带除菌功能）,16989491001,1999,115,5,114,44,1,9,22,0,0
远大（BROAD）空气净化器家用商用 静电滤网除甲醛 除雾霾 除过敏原 除细菌病菌 TA400-X TA400-X净化机,远大（BROAD）,远大（BROAD）空气净化器家用商用 静电滤网除甲醛 除雾霾 除过敏原 除细菌病菌 TA400-X TA400-X净化机,30113061349,2609,114,5,106,85,0.99,1,1,1,0
铁将军（steel mate）车载空气净化器车用空气检测仪消除烟味甲醛pm2.5异味负离子氧吧 空气净化器FA-886,铁将军,铁将军（steel mate）车载空气净化器车用空气检测仪消除烟味甲醛pm2.5异味负离子氧吧 空气净化器FA-886,34302295322,349,114,5,108,64,0.98,0,1,2,0
铁将军（steel mate）车载空气净化器车用空气检测仪消除烟味甲醛pm2.5异味负离子氧吧 车内空净净化套包,铁将军,铁将军（steel mate）车载空气净化器车用空气检测仪消除烟味甲醛pm2.5异味负离子氧吧 车内空净净化套包,36525531246,699,114,5,108,64,0.98,0,1,2,0
韩湘子 车载净化器汽车空气净化器除甲醛异味车载空气净化器 高效过滤 新车除味 车家两用除味器 黑色,韩湘子（HANXIANGZI）,韩湘子 车载净化器汽车空气净化器除甲醛异味车载空气净化器 高效过滤 新车除味 车家两用除味器 黑色,54906502979,378,114,5,87,27,1,7,10,0,0
飞利浦空气净化器过滤网 AC4187配AC4090 AC4091,飞利浦（PHILIPS）,飞利浦空气净化器过滤网 AC4187配AC4090 AC4091,34246520303,349,126,5,112,67,1,0,0,0,0
远大 无耗材空气净化器TA1000除甲醛家用/办公室/商用除pm2.5除尘杀菌,远大（BROAD）,远大 无耗材空气净化器TA1000除甲醛家用/办公室/商用除pm2.5除尘杀菌,1204868994,6400,114,5,106,49,0.98,3,0,2,0
knew 车载空气净化器智能变频车载家用净化器高效复合过滤 白色款,能将（NEJUN）,knew 车载空气净化器智能变频车载家用净化器高效复合过滤 白色款,11857713191,398,114,5,114,2,1,1,0,0,0
艾泊斯(AirProce)家用壁挂新风机AC-260全屋新风系统空气净化器 通风换气装修除甲醛防雾霾,艾泊斯（AirProce）,艾泊斯（AirProce）AC-260,42299399639,12600,112,5,78,59,0.97,14,3,0,2
森米S202 车载空气净化器 遥控操作 过滤除味除甲醛杀菌 家车两用小型桌面空气净化器 黑色,森米（samme）,森米S202 车载空气净化器 遥控操作 过滤除味除甲醛杀菌 家车两用小型桌面空气净化器 黑色,10200242702,399,114,5,103,21,0.95,1,0,2,3
KNEW  S2 车载空气净化器 灵动数显 除甲醛甲苯 过滤 PM2.5 颗粒物,knew,knewS2,1.00005E+11,388,112,5,94,38,0.97,3,6,1,1
KNEW  S2 车载空气净化器 (深空灰色） 过滤 PM2.5 颗粒物  防雾霾  APP智能控制,knew,knewS2,8175648,558,112,5,94,38,0.97,3,6,1,1
造梦者（Dream-maker）新风系统/新风机/空气净化器家用 壁挂式 除pm2.5 DM-F1110-1S-F,造梦者（Dream-maker）,造梦者DM-F1110-1S-F,1.00002E+11,4899,111,5,49,62,1,7,2,0,0
造梦者（Dream-maker）新风系统/新风机/空气净化器家用 壁挂式 除PM2.5 DM-F1110-1S-F,造梦者（Dream-maker）,造梦者DM-F1110-1S-F,1.00004E+11,4899,111,5,49,62,1,7,2,0,0
科比KEYBLU德国S750-850全智能空气净化器家用办公专业除甲醛雾霾沙尘PM2.5 S850,科比（KEYBLU）,科比KEYBLU德国S750-850全智能空气净化器家用办公专业除甲醛雾霾沙尘PM2.5 S850,19028859236,2899,111,5,111,106,1,1,0,0,0
松下（Panasonic）空气净化器家用除甲醛过敏原二手烟 加湿除雾霾PM2.5 纳米水离子家用 F-5F06CV,松下（Panasonic）,松下F-5F06CV,4069576,3899,109,5,98,59,0.98,1,0,1,0
松下(Panasonic)空气净化器F-VXM30C家用加湿卧室静音除烟味去除甲醛雾霾PM2.5,松下（Panasonic）,松下(Panasonic)空气净化器F-VXM30C家用加湿卧室静音除烟味去除甲醛雾霾PM2.5,1664963934,1599,108,5,95,55,0.98,1,0,1,0
欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 配套净化器滤网（综合版）,欧能达,欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 配套净化器滤网（综合版）,20460169524,4980,108,5,93,66,1,2,4,0,0
欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 配套净化器滤网（除甲醛版）,欧能达,欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 配套净化器滤网（除甲醛版）,33156586123,268,108,5,93,66,1,2,4,0,0
欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 FFU空气净化器（除甲醛增强版）,欧能达,欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 FFU空气净化器（除甲醛增强版）,20460169525,599,108,5,93,66,1,2,4,0,0
欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 FFU空气净化器（高效综合版）,欧能达,欧能达 空气净化器除甲醛 大型功率办公室商用负离子工业大面积除雾霾烟CADR等于1369立方米每小时 FFU空气净化器（高效综合版）,20460169523,1699,108,5,93,66,1,2,4,0,0
拜尔菲（Biofeel）空气净化器家用除甲醛 针对重污染 实测CADR=910立方米/小时,拜尔菲（Biofeel）,拜尔菲（Biofeel）空气净化器家用除甲醛 针对重污染 实测CADR=910立方米/小时,29426166772,879,108,5,108,32,1,10,1,0,0
LYI汽车车载空气净化器太阳能负离子 便携式空气净化车用 车内消除异味除甲醛 黑,永富安裕（LuckyBOBI）,LYI汽车车载空气净化器太阳能负离子 便携式空气净化车用 车内消除异味除甲醛 黑,16590854945,1199,110,5,110,80,1,3,0,0,0
博世（BOSCH）博世车载空气净化器 除甲醛异味 过滤PM2.5 车用空净 S300,博世（BOSCH）,博世（BOSCH）博世车载空气净化器 除甲醛异味 过滤PM2.5 车用空净 S300,18252361106,1199,108,5,101,70,1,1,0,0,0
夏普空气净化器KC-WG605-W wifi互联 净化除菌加湿 清除雾霾甲醛 霉菌异味 PM2.5 适用面积30~50㎡  空气实时监控,夏普（SHARP）,夏普空气净化器KC-WG605-W wifi互联 净化除菌加湿 清除雾霾甲醛 霉菌异味 PM2.5 适用面积30~50㎡  空气实时监控,40977284381,879,110,5,41,77,0.97,0,1,1,0
LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401A咖啡色,LUFTRUM,LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401A咖啡色,15532058570,69,107,5,106,41,1,0,0,0,0
LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401AB中灰色,LUFTRUM,LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401AB中灰色,26388479843,79,107,5,106,41,1,0,0,0,0
LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401AB咖啡色,LUFTRUM,LUFTRUM 瑞际- 瑞典车载/桌面空气净化器 除异味 除霾除尘 新车必备 车载/办公/家用 C401AB咖啡色,26388479844,189,107,5,106,41,1,0,0,0,0
